"MTU (CET/CEST)","Area","Sequence","Day-ahead Price (EUR/MWh)","Intraday Period (CET/CEST)","Intraday Price (EUR/MWh)"
"08/03/2025 03:00:00 - 08/03/2025 03:15:00","BZN|NO1","Without Sequence","2.92","",""
"08/03/2025 03:15:00 - 08/03/2025 03:30:00","BZN|NO1","Without Sequence","2.92","",""
"08/03/2025 03:30:00 - 08/03/2025 03:45:00","BZN|NO1","Without Sequence","2.92","",""
"08/03/2025 03:45:00 - 08/03/2025 04:00:00","BZN|NO1","Without Sequence","2.92","",""
"08/03/2025 04:00:00 - 08/03/2025 04:15:00","BZN|NO1","Without Sequence","2.85","",""
"08/03/2025 04:15:00 - 08/03/2025 04:30:00","BZN|NO1","Without Sequence","2.85","",""
"08/03/2025 04:30:00 - 08/03/2025 04:45:00","BZN|NO1","Without Sequence","2.85","",""
"08/03/2025 04:45:00 - 08/03/2025 05:00:00","BZN|NO1","Without Sequence","2.85","",""
"08/03/2025 05:00:00 - 08/03/2025 05:15:00","BZN|NO1","Without Sequence","4.46","",""
"08/03/2025 05:15:00 - 08/03/2025 05:30:00","BZN|NO1","Without Sequence","4.46","",""
"08/03/2025 05:30:00 - 08/03/2025 05:45:00","BZN|NO1","Without Sequence","4.46","",""
"08/03/2025 05:45:00 - 08/03/2025 06:00:00","BZN|NO1","Without Sequence","4.46","",""
"08/03/2025 06:00:00 - 08/03/2025 06:15:00","BZN|NO1","Without Sequence","33.43","",""
"08/03/2025 06:15:00 - 08/03/2025 06:30:00","BZN|NO1","Without Sequence","33.43","",""
"08/03/2025 06:30:00 - 08/03/2025 06:45:00","BZN|NO1","Without Sequence","33.43","",""
"08/03/2025 06:45:00 - 08/03/2025 07:00:00","BZN|NO1","Without Sequence","33.43","",""
"08/03/2025 07:00:00 - 08/03/2025 07:15:00","BZN|NO1","Without Sequence","38.71","",""
"08/03/2025 07:15:00 - 08/03/2025 07:30:00","BZN|NO1","Without Sequence","38.71","",""
"08/03/2025 07:30:00 - 08/03/2025 07:45:00","BZN|NO1","Without Sequence","38.71","",""
"08/03/2025 07:45:00 - 08/03/2025 08:00:00","BZN|NO1","Without Sequence","38.71","",""
"08/03/2025 08:00:00 - 08/03/2025 08:15:00","BZN|NO1","Without Sequence","39.21","",""
"08/03/2025 08:15:00 - 08/03/2025 08:30:00","BZN|NO1","Without Sequence","39.21","",""
"08/03/2025 08:30:00 - 08/03/2025 08:45:00","BZN|NO1","Without Sequence","39.21","",""
"08/03/2025 08:45:00 - 08/03/2025 09:00:00","BZN|NO1","Without Sequence","39.21","",""
"08/03/2025 09:00:00 - 08/03/2025 09:15:00","BZN|NO1","Without Sequence","38.33","",""
"08/03/2025 09:15:00 - 08/03/2025 09:30:00","BZN|NO1","Without Sequence","38.33","",""
"08/03/2025 09:30:00 - 08/03/2025 09:45:00","BZN|NO1","Without Sequence","38.33","",""
"08/03/2025 09:45:00 - 08/03/2025 10:00:00","BZN|NO1","Without Sequence","38.33","",""
"08/03/2025 10:00:00 - 08/03/2025 10:15:00","BZN|NO1","Without Sequence","34.13","",""
"08/03/2025 10:15:00 - 08/03/2025 10:30:00","BZN|NO1","Without Sequence","34.13","",""
"08/03/2025 10:30:00 - 08/03/2025 10:45:00","BZN|NO1","Without Sequence","34.13","",""
"08/03/2025 10:45:00 - 08/03/2025 11:00:00","BZN|NO1","Without Sequence","34.13","",""
"08/03/2025 11:00:00 - 08/03/2025 11:15:00","BZN|NO1","Without Sequence","31.92","",""
"08/03/2025 11:15:00 - 08/03/2025 11:30:00","BZN|NO1","Without Sequence","31.92","",""
"08/03/2025 11:30:00 - 08/03/2025 11:45:00","BZN|NO1","Without Sequence","31.92","",""
"08/03/2025 11:45:00 - 08/03/2025 12:00:00","BZN|NO1","Without Sequence","31.92","",""
"08/03/2025 12:00:00 - 08/03/2025 12:15:00","BZN|NO1","Without Sequence","29.20","",""
"08/03/2025 12:15:00 - 08/03/2025 12:30:00","BZN|NO1","Without Sequence","29.20","",""
"08/03/2025 12:30:00 - 08/03/2025 12:45:00","BZN|NO1","Without Sequence","29.20","",""
"08/03/2025 12:45:00 - 08/03/2025 13:00:00","BZN|NO1","Without Sequence","29.20","",""
"08/03/2025 13:00:00 - 08/03/2025 13:15:00","BZN|NO1","Without Sequence","30.59","",""
"08/03/2025 13:15:00 - 08/03/2025 13:30:00","BZN|NO1","Without Sequence","30.59","",""
"08/03/2025 13:30:00 - 08/03/2025 13:45:00","BZN|NO1","Without Sequence","30.59","",""
"08/03/2025 13:45:00 - 08/03/2025 14:00:00","BZN|NO1","Without Sequence","30.59","",""
"08/03/2025 14:00:00 - 08/03/2025 14:15:00","BZN|NO1","Without Sequence","32.77","",""
"08/03/2025 14:15:00 - 08/03/2025 14:30:00","BZN|NO1","Without Sequence","32.77","",""
"08/03/2025 14:30:00 - 08/03/2025 14:45:00","BZN|NO1","Without Sequence","32.77","",""
"08/03/2025 14:45:00 - 08/03/2025 15:00:00","BZN|NO1","Without Sequence","32.77","",""
"08/03/2025 15:00:00 - 08/03/2025 15:15:00","BZN|NO1","Without Sequence","38.28","",""
"08/03/2025 15:15:00 - 08/03/2025 15:30:00","BZN|NO1","Without Sequence","38.28","",""
"08/03/2025 15:30:00 - 08/03/2025 15:45:00","BZN|NO1","Without Sequence","38.28","",""
"08/03/2025 15:45:00 - 08/03/2025 16:00:00","BZN|NO1","Without Sequence","38.28","",""
"08/03/2025 16:00:00 - 08/03/2025 16:15:00","BZN|NO1","Without Sequence","39.22","",""
"08/03/2025 16:15:00 - 08/03/2025 16:30:00","BZN|NO1","Without Sequence","39.22","",""
"08/03/2025 16:30:00 - 08/03/2025 16:45:00","BZN|NO1","Without Sequence","39.22","",""
"08/03/2025 16:45:00 - 08/03/2025 17:00:00","BZN|NO1","Without Sequence","39.22","",""
"08/03/2025 17:00:00 - 08/03/2025 17:15:00","BZN|NO1","Without Sequence","40.99","",""
"08/03/2025 17:15:00 - 08/03/2025 17:30:00","BZN|NO1","Without Sequence","40.99","",""
"08/03/2025 17:30:00 - 08/03/2025 17:45:00","BZN|NO1","Without Sequence","40.99","",""
"08/03/2025 17:45:00 - 08/03/2025 18:00:00","BZN|NO1","Without Sequence","40.99","",""
"08/03/2025 18:00:00 - 08/03/2025 18:15:00","BZN|NO1","Without Sequence","41.22","",""
"08/03/2025 18:15:00 - 08/03/2025 18:30:00","BZN|NO1","Without Sequence","41.22","",""
"08/03/2025 18:30:00 - 08/03/2025 18:45:00","BZN|NO1","Without Sequence","41.22","",""
"08/03/2025 18:45:00 - 08/03/2025 19:00:00","BZN|NO1","Without Sequence","41.22","",""
"08/03/2025 19:00:00 - 08/03/2025 19:15:00","BZN|NO1","Without Sequence","41.25","",""
"08/03/2025 19:15:00 - 08/03/2025 19:30:00","BZN|NO1","Without Sequence","41.25","",""
"08/03/2025 19:30:00 - 08/03/2025 19:45:00","BZN|NO1","Without Sequence","41.25","",""
"08/03/2025 19:45:00 - 08/03/2025 20:00:00","BZN|NO1","Without Sequence","41.25","",""
"08/03/2025 20:00:00 - 08/03/2025 20:15:00","BZN|NO1","Without Sequence","40.57","",""
"08/03/2025 20:15:00 - 08/03/2025 20:30:00","BZN|NO1","Without Sequence","40.57","",""
"08/03/2025 20:30:00 - 08/03/2025 20:45:00","BZN|NO1","Without Sequence","40.57","",""
"08/03/2025 20:45:00 - 08/03/2025 21:00:00","BZN|NO1","Without Sequence","40.57","",""
"08/03/2025 21:00:00 - 08/03/2025 21:15:00","BZN|NO1","Without Sequence","39.62","",""
"08/03/2025 21:15:00 - 08/03/2025 21:30:00","BZN|NO1","Without Sequence","39.62","",""
"08/03/2025 21:30:00 - 08/03/2025 21:45:00","BZN|NO1","Without Sequence","39.62","",""
"08/03/2025 21:45:00 - 08/03/2025 22:00:00","BZN|NO1","Without Sequence","39.62","",""
"08/03/2025 22:00:00 - 08/03/2025 22:15:00","BZN|NO1","Without Sequence","38.20","",""
"08/03/2025 22:15:00 - 08/03/2025 22:30:00","BZN|NO1","Without Sequence","38.20","",""
"08/03/2025 22:30:00 - 08/03/2025 22:45:00","BZN|NO1","Without Sequence","38.20","",""
"08/03/2025 22:45:00 - 08/03/2025 23:00:00","BZN|NO1","Without Sequence","38.20","",""
"08/03/2025 23:00:00 - 08/03/2025 23:15:00","BZN|NO1","Without Sequence","38.11","",""
"08/03/2025 23:15:00 - 08/03/2025 23:30:00","BZN|NO1","Without Sequence","38.11","",""
"08/03/2025 23:30:00 - 08/03/2025 23:45:00","BZN|NO1","Without Sequence","38.11","",""
"08/03/2025 23:45:00 - 09/03/2025 00:00:00","BZN|NO1","Without Sequence","38.11","",""
"09/03/2025 00:00:00 - 09/03/2025 00:15:00","BZN|NO1","Without Sequence","39.36","",""
"09/03/2025 00:15:00 - 09/03/2025 00:30:00","BZN|NO1","Without Sequence","39.36","",""
"09/03/2025 00:30:00 - 09/03/2025 00:45:00","BZN|NO1","Without Sequence","39.36","",""
"09/03/2025 00:45:00 - 09/03/2025 01:00:00","BZN|NO1","Without Sequence","39.36","",""
"09/03/2025 01:00:00 - 09/03/2025 01:15:00","BZN|NO1","Without Sequence","38.87","",""
"09/03/2025 01:15:00 - 09/03/2025 01:30:00","BZN|NO1","Without Sequence","38.87","",""
"09/03/2025 01:30:00 - 09/03/2025 01:45:00","BZN|NO1","Without Sequence","38.87","",""
"09/03/2025 01:45:00 - 09/03/2025 02:00:00","BZN|NO1","Without Sequence","38.87","",""
"09/03/2025 02:00:00 - 09/03/2025 02:15:00","BZN|NO1","Without Sequence","38.87","",""
"09/03/2025 02:15:00 - 09/03/2025 02:30:00","BZN|NO1","Without Sequence","38.87","",""
"09/03/2025 02:30:00 - 09/03/2025 02:45:00","BZN|NO1","Without Sequence","38.87","",""
"09/03/2025 02:45:00 - 09/03/2025 03:00:00","BZN|NO1","Without Sequence","38.87","",""
"09/03/2025 03:00:00 - 09/03/2025 03:15:00","BZN|NO1","Without Sequence","38.34","",""
"09/03/2025 03:15:00 - 09/03/2025 03:30:00","BZN|NO1","Without Sequence","38.34","",""
"09/03/2025 03:30:00 - 09/03/2025 03:45:00","BZN|NO1","Without Sequence","38.34","",""
"09/03/2025 03:45:00 - 09/03/2025 04:00:00","BZN|NO1","Without Sequence","38.34","",""
"09/03/2025 04:00:00 - 09/03/2025 04:15:00","BZN|NO1","Without Sequence","38.29","",""
"09/03/2025 04:15:00 - 09/03/2025 04:30:00","BZN|NO1","Without Sequence","38.29","",""
"09/03/2025 04:30:00 - 09/03/2025 04:45:00","BZN|NO1","Without Sequence","38.29","",""
"09/03/2025 04:45:00 - 09/03/2025 05:00:00","BZN|NO1","Without Sequence","38.29","",""
"09/03/2025 05:00:00 - 09/03/2025 05:15:00","BZN|NO1","Without Sequence","38.05","",""
"09/03/2025 05:15:00 - 09/03/2025 05:30:00","BZN|NO1","Without Sequence","38.05","",""
"09/03/2025 05:30:00 - 09/03/2025 05:45:00","BZN|NO1","Without Sequence","38.05","",""
"09/03/2025 05:45:00 - 09/03/2025 06:00:00","BZN|NO1","Without Sequence","38.05","",""
"09/03/2025 06:00:00 - 09/03/2025 06:15:00","BZN|NO1","Without Sequence","38.95","",""
"09/03/2025 06:15:00 - 09/03/2025 06:30:00","BZN|NO1","Without Sequence","38.95","",""
"09/03/2025 06:30:00 - 09/03/2025 06:45:00","BZN|NO1","Without Sequence","38.95","",""
"09/03/2025 06:45:00 - 09/03/2025 07:00:00","BZN|NO1","Without Sequence","38.95","",""
"09/03/2025 07:00:00 - 09/03/2025 07:15:00","BZN|NO1","Without Sequence","39.08","",""
"09/03/2025 07:15:00 - 09/03/2025 07:30:00","BZN|NO1","Without Sequence","39.08","",""
"09/03/2025 07:30:00 - 09/03/2025 07:45:00","BZN|NO1","Without Sequence","39.08","",""
"09/03/2025 07:45:00 - 09/03/2025 08:00:00","BZN|NO1","Without Sequence","39.08","",""
"09/03/2025 08:00:00 - 09/03/2025 08:15:00","BZN|NO1","Without Sequence","37.92","",""
"09/03/2025 08:15:00 - 09/03/2025 08:30:00","BZN|NO1","Without Sequence","37.92","",""
"09/03/2025 08:30:00 - 09/03/2025 08:45:00","BZN|NO1","Without Sequence","37.92","",""
"09/03/2025 08:45:00 - 09/03/2025 09:00:00","BZN|NO1","Without Sequence","37.92","",""
"09/03/2025 09:00:00 - 09/03/2025 09:15:00","BZN|NO1","Without Sequence","35.86","",""
"09/03/2025 09:15:00 - 09/03/2025 09:30:00","BZN|NO1","Without Sequence","35.86","",""
"09/03/2025 09:30:00 - 09/03/2025 09:45:00","BZN|NO1","Without Sequence","35.86","",""
"09/03/2025 09:45:00 - 09/03/2025 10:00:00","BZN|NO1","Without Sequence","35.86","",""
"09/03/2025 10:00:00 - 09/03/2025 10:15:00","BZN|NO1","Without Sequence","32.00","",""
"09/03/2025 10:15:00 - 09/03/2025 10:30:00","BZN|NO1","Without Sequence","32.00","",""
"09/03/2025 10:30:00 - 09/03/2025 10:45:00","BZN|NO1","Without Sequence","32.00","",""
"09/03/2025 10:45:00 - 09/03/2025 11:00:00","BZN|NO1","Without Sequence","32.00","",""
"09/03/2025 11:00:00 - 09/03/2025 11:15:00","BZN|NO1","Without Sequence","28.92","",""
"09/03/2025 11:15:00 - 09/03/2025 11:30:00","BZN|NO1","Without Sequence","28.92","",""
"09/03/2025 11:30:00 - 09/03/2025 11:45:00","BZN|NO1","Without Sequence","28.92","",""
"09/03/2025 11:45:00 - 09/03/2025 12:00:00","BZN|NO1","Without Sequence","28.92","",""
"09/03/2025 12:00:00 - 09/03/2025 12:15:00","BZN|NO1","Without Sequence","27.33","",""
"09/03/2025 12:15:00 - 09/03/2025 12:30:00","BZN|NO1","Without Sequence","27.33","",""
"09/03/2025 12:30:00 - 09/03/2025 12:45:00","BZN|NO1","Without Sequence","27.33","",""
"09/03/2025 12:45:00 - 09/03/2025 13:00:00","BZN|NO1","Without Sequence","27.33","",""
"09/03/2025 13:00:00 - 09/03/2025 13:15:00","BZN|NO1","Without Sequence","28.47","",""
"09/03/2025 13:15:00 - 09/03/2025 13:30:00","BZN|NO1","Without Sequence","28.47","",""
"09/03/2025 13:30:00 - 09/03/2025 13:45:00","BZN|NO1","Without Sequence","28.47","",""
"09/03/2025 13:45:00 - 09/03/2025 14:00:00","BZN|NO1","Without Sequence","28.47","",""
"09/03/2025 14:00:00 - 09/03/2025 14:15:00","BZN|NO1","Without Sequence","30.66","",""
"09/03/2025 14:15:00 - 09/03/2025 14:30:00","BZN|NO1","Without Sequence","30.66","",""
"09/03/2025 14:30:00 - 09/03/2025 14:45:00","BZN|NO1","Without Sequence","30.66","",""
"09/03/2025 14:45:00 - 09/03/2025 15:00:00","BZN|NO1","Without Sequence","30.66","",""
"09/03/2025 15:00:00 - 09/03/2025 15:15:00","BZN|NO1","Without Sequence","36.90","",""
"09/03/2025 15:15:00 - 09/03/2025 15:30:00","BZN|NO1","Without Sequence","36.90","",""
"09/03/2025 15:30:00 - 09/03/2025 15:45:00","BZN|NO1","Without Sequence","36.90","",""
"09/03/2025 15:45:00 - 09/03/2025 16:00:00","BZN|NO1","Without Sequence","36.90","",""
"09/03/2025 16:00:00 - 09/03/2025 16:15:00","BZN|NO1","Without Sequence","39.62","",""
"09/03/2025 16:15:00 - 09/03/2025 16:30:00","BZN|NO1","Without Sequence","39.62","",""
"09/03/2025 16:30:00 - 09/03/2025 16:45:00","BZN|NO1","Without Sequence","39.62","",""
"09/03/2025 16:45:00 - 09/03/2025 17:00:00","BZN|NO1","Without Sequence","39.62","",""
"09/03/2025 17:00:00 - 09/03/2025 17:15:00","BZN|NO1","Without Sequence","37.10","",""
"09/03/2025 17:15:00 - 09/03/2025 17:30:00","BZN|NO1","Without Sequence","37.10","",""
"09/03/2025 17:30:00 - 09/03/2025 17:45:00","BZN|NO1","Without Sequence","37.10","",""
"09/03/2025 17:45:00 - 09/03/2025 18:00:00","BZN|NO1","Without Sequence","37.10","",""
"09/03/2025 18:00:00 - 09/03/2025 18:15:00","BZN|NO1","Without Sequence","34.00","",""
"09/03/2025 18:15:00 - 09/03/2025 18:30:00","BZN|NO1","Without Sequence","34.00","",""
"09/03/2025 18:30:00 - 09/03/2025 18:45:00","BZN|NO1","Without Sequence","34.00","",""
"09/03/2025 18:45:00 - 09/03/2025 19:00:00","BZN|NO1","Without Sequence","34.00","",""
"09/03/2025 19:00:00 - 09/03/2025 19:15:00","BZN|NO1","Without Sequence","34.36","",""
"09/03/2025 19:15:00 - 09/03/2025 19:30:00","BZN|NO1","Without Sequence","34.36","",""
"09/03/2025 19:30:00 - 09/03/2025 19:45:00","BZN|NO1","Without Sequence","34.36","",""
"09/03/2025 19:45:00 - 09/03/2025 20:00:00","BZN|NO1","Without Sequence","34.36","",""
"09/03/2025 20:00:00 - 09/03/2025 20:15:00","BZN|NO1","Without Sequence","37.66","",""
"09/03/2025 20:15:00 - 09/03/2025 20:30:00","BZN|NO1","Without Sequence","37.66","",""
"09/03/2025 20:30:00 - 09/03/2025 20:45:00","BZN|NO1","Without Sequence","37.66","",""
"09/03/2025 20:45:00 - 09/03/2025 21:00:00","BZN|NO1","Without Sequence","37.66","",""
"09/03/2025 21:00:00 - 09/03/2025 21:15:00","BZN|NO1","Without Sequence","40.52","",""
"09/03/2025 21:15:00 - 09/03/2025 21:30:00","BZN|NO1","Without Sequence","40.52","",""
"09/03/2025 21:30:00 - 09/03/2025 21:45:00","BZN|NO1","Without Sequence","40.52","",""
"09/03/2025 21:45:00 - 09/03/2025 22:00:00","BZN|NO1","Without Sequence","40.52","",""
"09/03/2025 22:00:00 - 09/03/2025 22:15:00","BZN|NO1","Without Sequence","40.11","",""
"09/03/2025 22:15:00 - 09/03/2025 22:30:00","BZN|NO1","Without Sequence","40.11","",""
"09/03/2025 22:30:00 - 09/03/2025 22:45:00","BZN|NO1","Without Sequence","40.11","",""
"09/03/2025 22:45:00 - 09/03/2025 23:00:00","BZN|NO1","Without Sequence","40.11","",""
"09/03/2025 23:00:00 - 09/03/2025 23:15:00","BZN|NO1","Without Sequence","39.91","",""
"09/03/2025 23:15:00 - 09/03/2025 23:30:00","BZN|NO1","Without Sequence","39.91","",""
"09/03/2025 23:30:00 - 09/03/2025 23:45:00","BZN|NO1","Without Sequence","39.91","",""
"09/03/2025 23:45:00 - 10/03/2025 00:00:00","BZN|NO1","Without Sequence","39.91","",""
"10/03/2025 00:00:00 - 10/03/2025 00:15:00","BZN|NO1","Without Sequence","40.86","",""
"10/03/2025 00:15:00 - 10/03/2025 00:30:00","BZN|NO1","Without Sequence","40.86","",""
"10/03/2025 00:30:00 - 10/03/2025 00:45:00","BZN|NO1","Without Sequence","40.86","",""
"10/03/2025 00:45:00 - 10/03/2025 01:00:00","BZN|NO1","Without Sequence","40.86","",""
"10/03/2025 01:00:00 - 10/03/2025 01:15:00","BZN|NO1","Without Sequence","40.84","",""
"10/03/2025 01:15:00 - 10/03/2025 01:30:00","BZN|NO1","Without Sequence","40.84","",""
"10/03/2025 01:30:00 - 10/03/2025 01:45:00","BZN|NO1","Without Sequence","40.84","",""
"10/03/2025 01:45:00 - 10/03/2025 02:00:00","BZN|NO1","Without Sequence","40.84","",""
"10/03/2025 02:00:00 - 10/03/2025 02:15:00","BZN|NO1","Without Sequence","40.69","",""
"10/03/2025 02:15:00 - 10/03/2025 02:30:00","BZN|NO1","Without Sequence","40.69","",""
"10/03/2025 02:30:00 - 10/03/2025 02:45:00","BZN|NO1","Without Sequence","40.69","",""
"10/03/2025 02:45:00 - 10/03/2025 03:00:00","BZN|NO1","Without Sequence","40.69","",""
"10/03/2025 03:00:00 - 10/03/2025 03:15:00","BZN|NO1","Without Sequence","40.84","",""
"10/03/2025 03:15:00 - 10/03/2025 03:30:00","BZN|NO1","Without Sequence","40.84","",""
"10/03/2025 03:30:00 - 10/03/2025 03:45:00","BZN|NO1","Without Sequence","40.84","",""
"10/03/2025 03:45:00 - 10/03/2025 04:00:00","BZN|NO1","Without Sequence","40.84","",""
"10/03/2025 04:00:00 - 10/03/2025 04:15:00","BZN|NO1","Without Sequence","41.29","",""
"10/03/2025 04:15:00 - 10/03/2025 04:30:00","BZN|NO1","Without Sequence","41.29","",""
"10/03/2025 04:30:00 - 10/03/2025 04:45:00","BZN|NO1","Without Sequence","41.29","",""
"10/03/2025 04:45:00 - 10/03/2025 05:00:00","BZN|NO1","Without Sequence","41.29","",""
"10/03/2025 05:00:00 - 10/03/2025 05:15:00","BZN|NO1","Without Sequence","41.87","",""
"10/03/2025 05:15:00 - 10/03/2025 05:30:00","BZN|NO1","Without Sequence","41.87","",""
"10/03/2025 05:30:00 - 10/03/2025 05:45:00","BZN|NO1","Without Sequence","41.87","",""
"10/03/2025 05:45:00 - 10/03/2025 06:00:00","BZN|NO1","Without Sequence","41.87","",""
"10/03/2025 06:00:00 - 10/03/2025 06:15:00","BZN|NO1","Without Sequence","44.83","",""
"10/03/2025 06:15:00 - 10/03/2025 06:30:00","BZN|NO1","Without Sequence","44.83","",""
"10/03/2025 06:30:00 - 10/03/2025 06:45:00","BZN|NO1","Without Sequence","44.83","",""
"10/03/2025 06:45:00 - 10/03/2025 07:00:00","BZN|NO1","Without Sequence","44.83","",""
"10/03/2025 07:00:00 - 10/03/2025 07:15:00","BZN|NO1","Without Sequence","50.98","",""
"10/03/2025 07:15:00 - 10/03/2025 07:30:00","BZN|NO1","Without Sequence","50.98","",""
"10/03/2025 07:30:00 - 10/03/2025 07:45:00","BZN|NO1","Without Sequence","50.98","",""
"10/03/2025 07:45:00 - 10/03/2025 08:00:00","BZN|NO1","Without Sequence","50.98","",""
"10/03/2025 08:00:00 - 10/03/2025 08:15:00","BZN|NO1","Without Sequence","101.79","",""
"10/03/2025 08:15:00 - 10/03/2025 08:30:00","BZN|NO1","Without Sequence","101.79","",""
"10/03/2025 08:30:00 - 10/03/2025 08:45:00","BZN|NO1","Without Sequence","101.79","",""
"10/03/2025 08:45:00 - 10/03/2025 09:00:00","BZN|NO1","Without Sequence","101.79","",""
"10/03/2025 09:00:00 - 10/03/2025 09:15:00","BZN|NO1","Without Sequence","57.72","",""
"10/03/2025 09:15:00 - 10/03/2025 09:30:00","BZN|NO1","Without Sequence","57.72","",""
"10/03/2025 09:30:00 - 10/03/2025 09:45:00","BZN|NO1","Without Sequence","57.72","",""
"10/03/2025 09:45:00 - 10/03/2025 10:00:00","BZN|NO1","Without Sequence","57.72","",""
"10/03/2025 10:00:00 - 10/03/2025 10:15:00","BZN|NO1","Without Sequence","44.66","",""
"10/03/2025 10:15:00 - 10/03/2025 10:30:00","BZN|NO1","Without Sequence","44.66","",""
"10/03/2025 10:30:00 - 10/03/2025 10:45:00","BZN|NO1","Without Sequence","44.66","",""
"10/03/2025 10:45:00 - 10/03/2025 11:00:00","BZN|NO1","Without Sequence","44.66","",""
"10/03/2025 11:00:00 - 10/03/2025 11:15:00","BZN|NO1","Without Sequence","48.15","",""
"10/03/2025 11:15:00 - 10/03/2025 11:30:00","BZN|NO1","Without Sequence","48.15","",""
"10/03/2025 11:30:00 - 10/03/2025 11:45:00","BZN|NO1","Without Sequence","48.15","",""
"10/03/2025 11:45:00 - 10/03/2025 12:00:00","BZN|NO1","Without Sequence","48.15","",""
"10/03/2025 12:00:00 - 10/03/2025 12:15:00","BZN|NO1","Without Sequence","44.95","",""
"10/03/2025 12:15:00 - 10/03/2025 12:30:00","BZN|NO1","Without Sequence","44.95","",""
"10/03/2025 12:30:00 - 10/03/2025 12:45:00","BZN|NO1","Without Sequence","44.95","",""
"10/03/2025 12:45:00 - 10/03/2025 13:00:00","BZN|NO1","Without Sequence","44.95","",""
"10/03/2025 13:00:00 - 10/03/2025 13:15:00","BZN|NO1","Without Sequence","44.19","",""
"10/03/2025 13:15:00 - 10/03/2025 13:30:00","BZN|NO1","Without Sequence","44.19","",""
"10/03/2025 13:30:00 - 10/03/2025 13:45:00","BZN|NO1","Without Sequence","44.19","",""
"10/03/2025 13:45:00 - 10/03/2025 14:00:00","BZN|NO1","Without Sequence","44.19","",""
"10/03/2025 14:00:00 - 10/03/2025 14:15:00","BZN|NO1","Without Sequence","43.17","",""
"10/03/2025 14:15:00 - 10/03/2025 14:30:00","BZN|NO1","Without Sequence","43.17","",""
"10/03/2025 14:30:00 - 10/03/2025 14:45:00","BZN|NO1","Without Sequence","43.17","",""
"10/03/2025 14:45:00 - 10/03/2025 15:00:00","BZN|NO1","Without Sequence","43.17","",""
"10/03/2025 15:00:00 - 10/03/2025 15:15:00","BZN|NO1","Without Sequence","45.05","",""
"10/03/2025 15:15:00 - 10/03/2025 15:30:00","BZN|NO1","Without Sequence","45.05","",""
"10/03/2025 15:30:00 - 10/03/2025 15:45:00","BZN|NO1","Without Sequence","45.05","",""
"10/03/2025 15:45:00 - 10/03/2025 16:00:00","BZN|NO1","Without Sequence","45.05","",""
"10/03/2025 16:00:00 - 10/03/2025 16:15:00","BZN|NO1","Without Sequence","57.48","",""
